,Review_Rating,ABV,Name,Style
374015,4.5,8.0,Maudite,Belgian Strong Dark Ale
672686,3.5,7.5,Gorges Smoked Porter,American Porter
717209,4.0,9.5,Highland Imperial Black Mocha Stout,American Double / Imperial Stout
254235,5.0,9.5,Péché Mortel (Imperial Stout Au Cafe),American Double / Imperial Stout
1208311,3.5,10.6,Heavy Seas - Big DIPA,American Double / Imperial IPA
1529287,4.0,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
735650,4.0,5.0,Tangerine Wheat,Fruit / Vegetable Beer
1001725,3.0,8.5,Rhinelander Underworld Double IPA,American Double / Imperial IPA
1096587,4.0,7.5,Fade To Black Volume 3 - Pepper Porter,American Porter
1404720,3.0,5.1,Phoenix Pale Ale,American Pale Ale (APA)
650481,5.0,8.72,Collaboration Not Litigation Ale,Belgian Strong Dark Ale
135504,3.5,11.0,Oak Aged Unearthly (Imperial India Pale Ale),American Double / Imperial IPA
937741,4.0,9.0,Bell's Batch 8000,Witbier
1521985,3.0,10.7,Brooklyn Black OPS,Russian Imperial Stout
1028658,4.0,4.4,Apricot Ale,Fruit / Vegetable Beer
86000,4.0,6.8,Sierra Nevada Celebration Ale,American IPA
1115108,4.0,9.6,Smuttynose Big A IPA (Big Beer Series),American Double / Imperial IPA
1223201,4.0,9.0,Allagash Tripel Ale,Tripel
1520576,4.5,9.0,Brooklyn Local 1,Belgian Strong Pale Ale
1528894,4.0,8.5,Hop Wallop,American Double / Imperial IPA
1166466,4.5,10.0,Burton Baton,American Double / Imperial IPA
1255576,2.5,8.0,La Moneuse Spéciale Noël,Belgian Strong Pale Ale
1309829,2.5,5.0,Budweiser,American Adjunct Lager
549222,4.0,9.0,Schlafly Grand Cru,Belgian Strong Pale Ale
222722,4.0,9.5,Yeti Imperial Stout,Russian Imperial Stout
296608,3.5,5.8,Samuel Adams Holiday Porter,American Porter
1059189,4.0,5.25,Pale Ale,American Pale Ale (APA)
398765,4.0,8.0,Caracole Ambrée,Belgian Strong Pale Ale
357190,5.0,5.9,Masala Mama India Pale Ale,American IPA
223224,3.5,9.5,Yeti Imperial Stout,Russian Imperial Stout
261261,4.0,9.2,Imperial Stout Trooper,Russian Imperial Stout
3587,5.0,10.5,D.O.R.I.S. The Destroyer Double Imperial Stout,Russian Imperial Stout
83097,2.0,10.4,Hoptimum Double IPA - Beer Camp #19,American Double / Imperial IPA
1329899,3.5,5.0,Pride & Joy Mild Ale,American Pale Ale (APA)
1401757,3.5,6.5,Long Hammer IPA,American IPA
100987,4.0,8.5,Ename Tripel,Tripel
1521748,4.5,8.0,Brooklyn Intensified Coffee Stout,American Double / Imperial Stout
371580,4.5,9.0,La Fin Du Monde,Tripel
1463205,4.0,5.8,Lucky Kat,American IPA
1112482,4.5,5.7,Smuttynose Robust Porter,American Porter
745584,4.5,7.0,Scires,Fruit / Vegetable Beer
374845,4.0,8.0,Maudite,Belgian Strong Dark Ale
1118834,5.0,6.9,"Smuttynose IPA ""Finest Kind""",American IPA
1537045,3.0,11.0,Kasteel Triple,Tripel
1054095,3.0,5.0,Wittekerke,Witbier
236797,3.5,8.2,Southampton Cuvee Des Fleurs,Saison / Farmhouse Ale
756198,4.0,8.5,De Proef Reserve Signature Ale (w/ Tomme Arthur),Belgian Strong Pale Ale
264090,3.5,11.5,Double Dog Double Pale Ale,American Double / Imperial IPA
668850,3.5,8.0,Holy Mackerel Mack In Black,American Strong Ale
1183134,1.0,18.0,World Wide Stout,American Double / Imperial Stout
743826,4.0,6.0,Pale Ale,American Pale Ale (APA)
1053298,1.5,4.5,Wittekerke Rosé,Fruit / Vegetable Beer
873821,4.0,7.7,Stone Ruination IPA,American Double / Imperial IPA
955754,5.0,5.8,Boont Amber Ale,American Amber / Red Ale
1563733,3.0,4.5,Blanche De Bruxelles / Manneken Pis Belgian White,Witbier
1423549,4.0,9.5,Bangalore,American Double / Imperial IPA
408102,4.5,5.4,Tröegs Pale Ale,American Pale Ale (APA)
514125,3.5,9.0,Kapittel Prior,Belgian Strong Dark Ale
793269,3.0,5.8,Fire Rock Pale Ale,American Pale Ale (APA)
1203583,3.5,6.21,The Immortal IPA,American IPA
1354564,3.0,7.8,Kill Ugly Radio,American Double / Imperial IPA
1249801,5.0,6.7,Trois Enfants,Saison / Farmhouse Ale
1343997,4.5,12.0,De Dolle Stille Nacht,Belgian Strong Pale Ale
170861,3.5,6.8,Arbor Brewing Sacred Cow IPA,American IPA
183604,4.0,5.0,AleSmith X,American Pale Ale (APA)
371217,3.5,7.0,1837.0,Belgian Strong Pale Ale
1457445,3.0,10.5,Ten FIDY,Russian Imperial Stout
1196019,3.0,8.0,Short's PB & J,Fruit / Vegetable Beer
217326,3.5,6.5,Northern Lights IPA,American IPA
1402975,4.0,5.23,Blackhook Porter,American Porter
447538,4.5,4.0,Raspberry Tart,Fruit / Vegetable Beer
39823,4.0,8.0,Picnic Ants,Saison / Farmhouse Ale
1230656,4.0,5.0,Summer Saison,Saison / Farmhouse Ale
563649,4.0,8.5,Double Wide I.P.A.,American Double / Imperial IPA
642475,4.0,4.3,Porkslap Pale Ale,American Pale Ale (APA)
1227038,2.5,9.0,Straffe Hendrik Brugse Tripel Bier 9°,Tripel
868596,3.5,7.2,Arrogant Bastard Ale,American Strong Ale
364724,3.0,10.0,Unibroue 17,Belgian Strong Dark Ale
648329,4.5,8.5,DuganA IPA,American Double / Imperial IPA
1320427,4.5,6.0,Anchor Liberty Ale,American Pale Ale (APA)
754850,3.5,5.7,CoCoNut Porter,American Porter
427698,2.5,4.5,Cable Car Small Batch Amber Ale,American Amber / Red Ale
98158,4.5,6.7,Estate Homegrown Wet Hop Ale,American IPA
998164,4.0,9.0,Trader Joe's 2006 Vintage Ale,Belgian Strong Dark Ale
629295,3.5,11.0,He'Brew Jewbelation 11,American Strong Ale
85109,3.5,6.8,Sierra Nevada Celebration Ale,American IPA
947639,4.5,5.0,Bell's Winter White Ale,Witbier
73344,4.5,5.9,Sierra Nevada Anniversary Ale (2007-2009),American IPA
1191975,4.0,18.0,120 Minute IPA,American Double / Imperial IPA
1210536,3.5,10.0,Heavy Seas - Yule Tide,Tripel
57575,4.0,8.5,Saison Rue,Saison / Farmhouse Ale
1371543,1.5,5.0,Foster's Lager,American Adjunct Lager
222774,3.0,9.5,Yeti Imperial Stout,Russian Imperial Stout
1393793,4.0,10.5,Voodoo Love Child,Belgian Strong Pale Ale
352545,4.5,5.4,Blue Moon Belgian White,Witbier
1377540,4.0,10.0,Oil Of Aphrodite - Spumoni,American Double / Imperial Stout
891781,4.0,10.5,Double Bastard Ale,American Strong Ale
1430398,3.5,8.0,Triple D'Anvers,Tripel
617150,3.5,9.0,Harpoon Leviathan - Saison Royale,Saison / Farmhouse Ale
377679,3.5,9.0,Trois Pistoles,Belgian Strong Dark Ale
1576168,4.0,5.5,Yukon Red Amber Ale (Arctic Red),American Amber / Red Ale
129350,3.5,9.0,Red Fox,Russian Imperial Stout
193845,4.5,10.1,Silva Stout,American Double / Imperial Stout
1499082,4.5,8.0,El Toro Deuce Imperial IPA,American Double / Imperial IPA
981841,3.5,6.9,Irish Red,American Amber / Red Ale
932385,4.0,10.0,Bell's Hopslam Ale,American Double / Imperial IPA
1164480,4.5,9.0,Miles Davis' Bitches Brew,Russian Imperial Stout
158061,5.0,8.0,Hoppe (Imperial Extra Pale Ale),American Double / Imperial IPA
714002,3.5,5.5,Muddy River Porter,American Porter
92498,3.5,7.2,Sierra Nevada Torpedo Extra IPA,American IPA
646915,4.0,6.5,India Pale Ale (IPA),American IPA
404036,4.0,5.4,Tröegs Dead Reckoning Porter,American Porter
730551,3.0,4.8,Purist Pale Ale,American Pale Ale (APA)
127401,4.0,10.0,River Horse Tripel Horse,Tripel
1363716,4.0,8.0,Hop Stoopid,American Double / Imperial IPA
1541596,3.0,9.5,Golden Monkey,Tripel
654687,4.0,4.0,Wasatch 1st Amendment Lager,American Adjunct Lager
448408,4.5,5.0,Moon Man,American Pale Ale (APA)
1020670,4.0,5.52,New River Pale Ale,American Pale Ale (APA)
1423825,4.5,12.7,Berserker Imperial Stout,American Double / Imperial Stout
711288,4.0,13.6,Dark Horse Double Crooked Tree IPA,American Double / Imperial IPA
76063,4.0,6.7,Sierra Nevada Southern Hemisphere Harvest Fresh Hop Ale,American IPA
1109751,4.0,6.8,Saison,Saison / Farmhouse Ale
324173,4.5,4.74,Pabst Blue Ribbon (PBR),American Adjunct Lager
791865,4.0,8.5,Da Grind Buzz Kona Coffee Imperial Stout,American Double / Imperial Stout
1364070,4.0,8.0,Hop Stoopid,American Double / Imperial IPA
247611,4.5,9.0,Chimay Grande Réserve (Blue),Belgian Strong Dark Ale
1247798,3.5,5.0,Joe Coffee Porter,American Porter
404381,4.0,6.7,Scratch Beer 43 - 2011,American IPA
1304500,2.5,4.6,Busch Beer,American Adjunct Lager
316434,3.5,5.9,Samuel Adams Cranberry Lambic,Fruit / Vegetable Beer
1183103,4.0,18.0,World Wide Stout,American Double / Imperial Stout
542323,3.5,8.5,Terrapin The Dark Side Belgian Style Imperial Stout,Belgian Strong Dark Ale
260828,3.5,4.5,Taj Mahal Premium Lager,American Adjunct Lager
168178,4.5,7.0,Racer 5 India Pale Ale,American IPA
1528564,3.5,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
660686,4.0,8.0,Pure Hoppiness,American Double / Imperial IPA
1036599,5.0,11.0,Eer & Geweten (Honor & Conscience),American Double / Imperial Stout
891633,5.0,10.5,Double Bastard Ale,American Strong Ale
1326760,3.5,15.0,Alpha Kong,Belgian Strong Pale Ale
180081,5.0,12.0,AleSmith Speedway Stout,American Double / Imperial Stout
229252,5.0,12.2,Barrel Aged Yeti,Russian Imperial Stout
322112,4.5,10.0,Knuckle Sandwich,American Double / Imperial IPA
422313,5.0,5.8,Great Lakes Edmund Fitzgerald Porter,American Porter
1006261,4.5,6.5,Saison Dupont,Saison / Farmhouse Ale
1389053,4.5,5.1,Citra Rye Pale Ale,American Pale Ale (APA)
829384,4.5,9.3,Myrcenary Double IPA,American Double / Imperial IPA
1561962,3.5,4.98,Teton Ale,American Amber / Red Ale
367008,4.0,5.5,Éphémère (Apple),Fruit / Vegetable Beer
19815,4.0,10.5,Founders Imperial Stout,Russian Imperial Stout
1042701,2.0,8.0,Rose Cassis,Fruit / Vegetable Beer
894056,4.0,7.2,Oaked Arrogant Bastard Ale,American Strong Ale
913976,5.0,10.5,Kryptonite,American Double / Imperial IPA
630836,4.5,5.6,He'Brew Genesis Ale,American Amber / Red Ale
779829,2.0,7.0,Smoke From The Oak (Apple Brandy Barrel Aged),American Porter
1341611,4.0,9.0,Leafer Madness (Hop Harvest Edition),American Double / Imperial IPA
1544172,3.5,6.7,HopDevil Ale,American IPA
648655,4.5,15.43,Margarete,American Double / Imperial Stout
1329679,4.5,5.0,Pride & Joy Mild Ale,American Pale Ale (APA)
594500,4.0,7.0,Matilda,Belgian Strong Pale Ale
202504,4.5,5.2,Fat Tire Amber Ale,American Amber / Red Ale
1288658,4.0,5.6,Schmitz Pale Ale #5,American Pale Ale (APA)
403865,4.5,7.7,Scratch Beer 39 - 2010 (IPA #3 Of 4),American IPA
133579,4.5,8.5,Mongo,American Double / Imperial IPA
747692,4.0,10.0,BrewDog Paradox Islay (Batch 009) - Ardbeg,American Double / Imperial Stout
174475,4.5,4.7,Lavender Abbey,Fruit / Vegetable Beer
855471,3.5,6.8,Cascade Single Hop IPA,American IPA
586458,4.5,8.4,Willimantic D-8 Imperious Stout,Russian Imperial Stout
138662,3.0,11.5,110K+OT Batch #2 - I.R.I.S.,Russian Imperial Stout
695234,4.5,8.4,Tripel Karmeliet,Tripel
213709,3.5,5.7,Peacemaker Pale Ale,American Pale Ale (APA)
1178936,3.0,8.0,Raison D'etre,Belgian Strong Dark Ale
523926,5.0,7.0,Samuel Smith's Imperial Stout,Russian Imperial Stout
1368700,3.5,8.8,Cappuccino Stout,American Double / Imperial Stout
436948,4.0,7.5,Hook Hopper IPA,American IPA
1036637,4.5,10.2,Heaven & Hell,American Double / Imperial Stout
52198,3.5,9.0,Stoudt's Fat Dog (Imperial Oatmeal Stout),American Double / Imperial Stout
1445963,4.0,6.8,Inversion IPA,American IPA
429918,3.0,6.2,Pick Axe IPA,American IPA
387330,4.0,5.0,Leatherlips IPA,American IPA
779402,4.0,9.0,Abrasive Ale,American Double / Imperial IPA
614712,4.0,6.0,Schooner Fresh Hop Ale,American Pale Ale (APA)
1427854,4.0,8.5,Green's Quest,Belgian Strong Pale Ale
68501,4.5,5.75,CPA: Citra Pale Ale,American Pale Ale (APA)
981889,3.0,8.2,Hop Sauce (Hopsauce),American Double / Imperial IPA
866980,4.0,5.0,MacTarnahan's Amber Ale,American Amber / Red Ale
598954,4.0,4.9,Chase For The Pennant Red,American Amber / Red Ale
971612,4.0,8.5,Duvel,Belgian Strong Pale Ale
37902,4.0,6.1,5 Day IPA,American IPA
304493,4.5,5.2,Samuel Adams White Ale,Witbier
997129,3.0,7.0,Black Jack,American Porter
1562088,4.0,7.5,Wake Up Call Imperial Coffee Porter,American Porter
1291909,3.0,8.5,Dark Force,Russian Imperial Stout
263931,4.5,11.5,Double Dog Double Pale Ale,American Double / Imperial IPA
1287557,4.5,9.0,Affligem Noël,Belgian Strong Dark Ale
1076388,3.0,4.5,Himalayan Blue,American Adjunct Lager
201831,3.0,5.2,Fat Tire Amber Ale,American Amber / Red Ale
554880,2.5,5.3,Summit Honeymoon Saison,Saison / Farmhouse Ale
787752,4.5,7.0,Smoke From The Oak (Bourbon Barrel Aged),American Porter
318014,4.0,8.0,Third Voyage Double IPA,American Double / Imperial IPA
190488,3.0,7.3,Green Flash West Coast I.P.A.,American IPA
223590,4.0,9.5,Yeti Imperial Stout,Russian Imperial Stout
370719,4.0,10.0,Unibroue 15,Belgian Strong Pale Ale
76384,4.5,8.5,Best Of Beer Camp: Double IPA - Beer Camp #29,American Double / Imperial IPA
1182293,4.0,18.0,World Wide Stout,American Double / Imperial Stout
558455,4.5,8.5,Saison - Brett,Saison / Farmhouse Ale
1509620,4.5,5.5,Glacial Trail IPA,American IPA
1497868,3.5,6.7,Thunderhead IPA,American IPA
406820,4.5,6.0,Tröegs Hopback Amber Ale,American Amber / Red Ale
172678,3.0,4.7,Red Stripe Jamaican Lager,American Adjunct Lager
63868,3.5,10.0,3 French Hens,Belgian Strong Dark Ale
758159,4.0,7.0,Wostyntje,Belgian Strong Pale Ale
297512,4.0,5.8,Samuel Adams Holiday Porter,American Porter
1528554,3.0,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
413054,3.5,8.0,Great Lakes Nosferatu,American Strong Ale
1259282,4.0,5.5,Ruedrich's Red Seal Ale,American Amber / Red Ale
1464357,3.0,5.1,#9,Fruit / Vegetable Beer
1564048,4.5,7.5,Abbaye De Floreffe Triple,Tripel
1322145,4.0,5.9,Anchor Humming Ale,American Pale Ale (APA)
370386,4.0,10.5,Edition 2004,Belgian Strong Pale Ale
165572,4.5,9.0,Racer X,American Double / Imperial IPA
456850,4.0,9.0,Hoptimus Prime,American Double / Imperial IPA
941352,3.0,9.2,Bell's Batch 10000,American Strong Ale
910718,5.0,6.0,Blue Point Spring Fling,American Pale Ale (APA)
362551,3.5,5.5,Molson Dry,American Adjunct Lager
830875,4.0,5.1,Odell Cutthroat Porter,American Porter
1333708,4.0,11.0,Apocalypse Cow,American Double / Imperial IPA
869840,2.5,7.2,Arrogant Bastard Ale,American Strong Ale
1459015,4.5,9.4,Ten FIDY (Whiskey Barrel),American Double / Imperial Stout
1138806,4.5,6.1,Blind Pig IPA,American IPA
501103,3.5,6.2,Yellow Snow IPA,American IPA
557475,4.5,9.0,Long Strange Tripel,Tripel
193800,4.5,10.1,Silva Stout,American Double / Imperial Stout
363761,3.0,5.2,Rickard's Red,American Amber / Red Ale
558886,4.0,5.7,Single-Wide I.P.A.,American IPA
1176494,4.5,5.0,Namaste,Witbier
782271,4.0,6.2,Furious,American IPA
686561,4.0,10.0,Imperial Stout,American Double / Imperial Stout
977273,5.0,8.0,Black Raspberry Reserve,Fruit / Vegetable Beer
878221,5.0,6.9,Stone IPA (India Pale Ale),American IPA
529856,3.5,7.9,Hop Hog India Pale Ale,American IPA
641267,4.0,16.83,The Beast Grand Cru,Belgian Strong Dark Ale
1476485,4.0,4.8,Brown Porter,American Porter
1072217,3.0,4.7,Vanilla Porter,American Porter
1505422,3.5,8.0,St. Bernardus Tripel,Tripel
135976,3.5,10.0,Old Viscosity,American Double / Imperial Stout
670945,4.0,7.0,Cascazilla,American Amber / Red Ale
231131,4.5,6.1,Fresh Hop Pale Ale,American Pale Ale (APA)
462719,5.0,5.5,Untouchable Pale Ale,American Pale Ale (APA)
1195777,3.0,8.5,Bloody Beer,Fruit / Vegetable Beer
866565,3.0,5.3,MacTarnahan's Blackwatch Cream Porter,American Porter
107275,4.0,9.1,St-Ambroise Stout Impériale Russe,Russian Imperial Stout
1343979,4.5,12.0,De Dolle Stille Nacht,Belgian Strong Pale Ale
1203040,4.0,5.39,Perseus Porter,American Porter
756928,4.0,9.8,Bottleworks Van Den Vern Grand Cru,Belgian Strong Pale Ale
654518,4.0,6.0,Wasatch White Label,Witbier
28179,3.0,5.4,Founders Pale Ale,American Pale Ale (APA)
1133884,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
748298,4.5,5.6,Punk IPA (5.6%),American IPA
402810,4.0,11.0,Tröegs Mad Elf,Belgian Strong Dark Ale
184519,4.0,11.0,AleSmith Horny Devil,Belgian Strong Pale Ale
1361084,3.5,9.0,Hairy Eyeball Ale,American Strong Ale
1224593,4.5,8.5,St. Feuillien Triple,Tripel
314519,3.0,6.0,Samuel Adams Latitude 48 IPA,American IPA
966429,4.5,6.4,Jack D'or,Saison / Farmhouse Ale
153969,4.0,11.0,Cuvee Series Two (Oak Aged Series),American Strong Ale
591375,4.5,14.5,Bourbon County Brand Stout,American Double / Imperial Stout
2602,3.0,5.8,Hop Prophet,American IPA
1585810,4.5,8.75,Drake's Drakonic Imperial Stout,Russian Imperial Stout
160273,4.5,10.5,Gemini (Imperial Blended Ale),American Strong Ale
813316,3.5,5.3,Saranac Big Moose Ale,American Pale Ale (APA)
1439190,4.5,11.0,The Abyss,American Double / Imperial Stout
1506840,4.5,8.0,La Chouffe,Belgian Strong Pale Ale
1133338,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
1526381,4.5,5.2,Brooklyn Sustainable Porter,American Porter
948311,4.5,7.7,Hell Hath No Fury Ale,Belgian Strong Dark Ale
1474651,2.5,5.0,Pier Pale Ale,American Pale Ale (APA)
511430,4.0,8.0,Lectio Divina,Saison / Farmhouse Ale
277013,4.5,8.7,Hoegaarden Grand Cru,Belgian Strong Pale Ale
1291808,4.0,8.5,Dark Force,Russian Imperial Stout
1023640,4.0,4.9,NT Draught,American Adjunct Lager
624246,4.5,4.5,Harpoon Wit Beer (100 Barrel Series #02),Witbier
89702,4.5,5.6,Sierra Nevada Pale Ale,American Pale Ale (APA)
424783,4.0,7.0,Hitachino Nest Red Rice Ale,Belgian Strong Pale Ale
241501,4.0,10.5,Gulden Draak (Dark Triple),Belgian Strong Dark Ale
646470,4.0,8.75,Ale To The Chief,American Double / Imperial IPA
1136491,5.0,11.0,Pliny The Younger,American Double / Imperial IPA
1161331,4.5,6.8,Saison Du BUFF,Saison / Farmhouse Ale
710438,3.5,8.5,Dark Horse Sapient Trip Ale,Tripel
1179822,3.0,8.0,Raison D'etre,Belgian Strong Dark Ale
789595,4.0,12.0,Golden Delicious,Tripel
324391,5.0,4.74,Pabst Blue Ribbon (PBR),American Adjunct Lager
243841,4.5,5.25,Aviator Red,American Amber / Red Ale
182313,4.5,7.25,AleSmith IPA,American IPA
122937,4.0,5.4,Sweetwater 420 Extra Pale Ale,American Pale Ale (APA)
1134143,4.5,8.0,Pliny The Elder,American Double / Imperial IPA
1465051,3.0,5.0,Feast Of Fools,Fruit / Vegetable Beer
1165781,4.0,10.0,Burton Baton,American Double / Imperial IPA
154046,4.5,11.0,Cuvee Series Two (Oak Aged Series),American Strong Ale
891662,3.0,10.5,Double Bastard Ale,American Strong Ale
732425,3.5,5.6,Rad Red Amber Ale,American Amber / Red Ale
661995,4.0,7.0,Duet IPA,American IPA
389217,4.0,6.5,Jockamo IPA,American IPA
607899,4.0,5.2,Estrella Damm,American Adjunct Lager
816721,4.0,5.4,Saranac Caramel Porter,American Porter
868871,3.0,7.2,Arrogant Bastard Ale,American Strong Ale
1385608,4.5,9.5,Abbey Russian Imperial Stout,Russian Imperial Stout
367930,4.5,9.0,Don de Dieu,Belgian Strong Pale Ale
153732,3.0,4.8,Raspberry Porter,American Porter
93741,3.0,7.2,Sierra Nevada Torpedo Extra IPA,American IPA
1404876,4.5,6.9,Saison VOS,Saison / Farmhouse Ale
1053894,4.5,5.0,Wittekerke,Witbier
1135106,3.0,8.0,Pliny The Elder,American Double / Imperial IPA
873889,4.0,7.7,Stone Ruination IPA,American Double / Imperial IPA
35305,4.5,6.5,Founders Porter,American Porter
928245,4.5,5.8,Bell's Amber Ale,American Amber / Red Ale
1227070,4.0,9.0,Straffe Hendrik Brugse Tripel Bier 9°,Tripel
570927,4.5,6.8,Baudelaire IO,Saison / Farmhouse Ale
1544108,4.0,6.7,HopDevil Ale,American IPA
1184334,4.5,7.0,Pangaea,Belgian Strong Pale Ale
415345,4.0,9.1,Great Lakes Lake Erie Monster,American Double / Imperial IPA
199761,3.5,6.5,Frambozen Raspberry Brown Ale,Fruit / Vegetable Beer
1465044,4.0,5.0,Feast Of Fools,Fruit / Vegetable Beer
141476,4.5,10.0,Nielsbohrium,American Double / Imperial Stout
718285,2.5,9.5,La Divine,Tripel
1422987,3.0,8.3,Amarillo Brillo,American Double / Imperial IPA
892460,5.0,10.5,Double Bastard Ale,American Strong Ale
84995,4.0,6.8,Sierra Nevada Celebration Ale,American IPA
611425,3.5,7.0,Big Eye IPA,American IPA
782185,4.0,6.2,Furious,American IPA
788299,3.0,12.0,Nor' Easter,Belgian Strong Dark Ale
1529694,4.5,10.0,Brooklyn Black Chocolate Stout,Russian Imperial Stout
352632,4.0,5.4,Blue Moon Belgian White,Witbier
903414,4.0,6.5,Atomic Punk IPA,American IPA
489488,4.0,5.3,Mocha Porter,American Porter
451793,5.0,4.0,Wisconsin Belgian Red,Fruit / Vegetable Beer
1439883,3.5,11.0,The Abyss,American Double / Imperial Stout
441048,4.5,10.0,Brasserie Des Rocs Triple Impériale,Belgian Strong Dark Ale
1281868,5.0,9.4,New Holland Imperial Hatter,American Double / Imperial IPA
792224,4.5,5.4,Pipeline Porter,American Porter
98050,4.5,6.7,Estate Homegrown Wet Hop Ale,American IPA
161316,3.5,9.6,Creme Brulee (Imperial Milk Stout),American Double / Imperial Stout
1355702,3.5,9.99,Brown Shugga',American Strong Ale
679960,3.5,6.5,Fixed Gear,American Amber / Red Ale
955746,5.0,5.8,Boont Amber Ale,American Amber / Red Ale
245581,2.0,7.0,Mystic Saison,Saison / Farmhouse Ale
546407,4.5,7.2,Schlafly American IPA,American IPA
403591,4.0,11.0,Tröegs Mad Elf,Belgian Strong Dark Ale
716301,4.5,5.8,Highland Oatmeal Porter,American Porter
1369832,4.5,8.9,Lagunitas Lucky 13 Mondo Large Red Ale,American Amber / Red Ale
854693,4.5,7.5,Beer Geek Bacon,American Double / Imperial Stout
474672,5.0,8.0,Heresy,Russian Imperial Stout
971109,2.0,8.5,Duvel,Belgian Strong Pale Ale
560639,3.5,9.7,Dark Truth Stout,American Double / Imperial Stout
1464249,4.0,5.1,#9,Fruit / Vegetable Beer
748217,4.5,18.2,Tokyo*,American Double / Imperial Stout
1077800,3.5,6.5,Wolaver's India Pale Ale,American IPA
92698,4.5,7.2,Sierra Nevada Torpedo Extra IPA,American IPA
1060345,4.0,7.7,Lunacy,Belgian Strong Pale Ale
1439435,4.0,11.0,The Abyss,American Double / Imperial Stout
132239,5.0,9.0,Poor Man's Double IPA,American Double / Imperial IPA
1209149,4.0,7.25,Heavy Seas - Loose Cannon (Hop3 Ale),American IPA
1496529,3.0,6.4,Broken Rake Amber Ale,American Amber / Red Ale
706622,3.0,11.0,Bourbon Barrel Aged Fayston Maple Imperial Stout,American Double / Imperial Stout
502340,3.0,5.6,American Amber Ale,American Amber / Red Ale
1472996,3.5,4.5,Gold Medal Taiwan Beer,American Adjunct Lager
1136812,5.0,11.0,Pliny The Younger,American Double / Imperial IPA
288653,4.0,10.3,Samuel Adams Imperial White,Witbier
645922,4.5,9.46,Avery Anniversary Ale - Fourteen,Belgian Strong Dark Ale
315980,3.5,5.9,Samuel Adams Cranberry Lambic,Fruit / Vegetable Beer
934680,4.5,7.0,Two Hearted Ale,American IPA
1355105,4.5,7.85,Lagunitas Sucks Holiday Ale,American Double / Imperial IPA
262496,4.5,6.2,Sea Hag IPA,American IPA
1108579,3.5,6.0,Centennial IPA,American IPA
142518,4.5,7.5,Jai Alai IPA,American IPA
854947,4.5,6.9,10.0,American IPA
11389,4.5,6.5,Pike India Pale Ale,American IPA
895659,5.0,8.5,Lukcy 13asartd Ale,American Strong Ale
793935,5.0,6.8,Castaway IPA,American IPA
150643,4.0,5.2,Porter,American Porter
23739,5.0,8.3,Founders Breakfast Stout,American Double / Imperial Stout
611655,4.0,7.0,Big Eye IPA,American IPA
1439534,4.5,11.0,The Abyss,American Double / Imperial Stout
1548513,4.5,9.1,Storm King Stout,Russian Imperial Stout
1229436,3.5,5.0,Hubbard & Cravens Porter,American Porter
1260455,4.5,7.6,Pranqster,Belgian Strong Pale Ale
225314,3.5,5.9,Saint Bridget's Porter,American Porter
1003616,3.5,6.0,Christian Moerlein Over-The-Rhine Ale,American Pale Ale (APA)
361599,4.0,5.6,Common Ground,American Amber / Red Ale
428590,2.5,5.7,Cocoa Porter Winter Warmer,American Porter
1543486,4.0,6.7,HopDevil Ale,American IPA
358921,3.0,11.6,White Birch Apprentice Series Natasha Ale,Russian Imperial Stout
805494,3.5,8.0,Sinners Blend 2009,Belgian Strong Dark Ale
1543728,4.0,6.7,HopDevil Ale,American IPA
150394,3.5,5.2,Porter,American Porter
1421324,4.5,8.0,Fantôme Saison,Saison / Farmhouse Ale
1006838,5.0,7.5,Foret,Saison / Farmhouse Ale
378648,5.0,8.0,Heady Topper,American Double / Imperial IPA
638769,4.0,5.5,Redpoint Ale,American Amber / Red Ale
1074172,3.5,5.41,Avalanche Ale,American Amber / Red Ale
969648,4.0,8.5,Duvel,Belgian Strong Pale Ale
594762,4.5,7.0,Matilda,Belgian Strong Pale Ale
338625,4.0,7.0,I.P.A.,American IPA
642945,5.0,10.3,Maharaja,American Double / Imperial IPA
370183,3.5,5.0,Blanche De Chambly,Witbier
451739,4.0,4.0,Wisconsin Belgian Red,Fruit / Vegetable Beer
644698,3.5,11.03,The Czar,Russian Imperial Stout
1295313,4.5,5.2,Daisy Cutter Pale Ale,American Pale Ale (APA)
522752,4.0,5.2,Samuel Smith's Organic Strawberry Fruit Beer,Fruit / Vegetable Beer
1465318,4.0,7.8,Thumbsucker,Russian Imperial Stout
714197,3.0,4.5,Boaks Double BW,Witbier
186535,4.0,5.75,Big Cottonwood,American Amber / Red Ale
943928,4.5,8.4,Bourbon Barrel Aged Hell Hath No Fury Ale,Belgian Strong Dark Ale
1126860,2.0,4.66,Miller Genuine Draft,American Adjunct Lager
656310,3.0,4.5,Tecate,American Adjunct Lager
590393,5.0,13.0,Bourbon County Brand Coffee Stout,American Double / Imperial Stout
983269,4.5,5.0,Scape Goat Pale Ale,American Pale Ale (APA)
93762,3.5,7.2,Sierra Nevada Torpedo Extra IPA,American IPA
638878,4.0,5.5,Redpoint Ale,American Amber / Red Ale
1505139,4.0,8.0,St. Bernardus Tripel,Tripel
